title,url,has_fee
Combining Breast Cancer Risk Prediction Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330263,FALSE
A Regression Model of Cumulative Incidence for Competing Risks Data with Time-Dependent Exposures,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328602,FALSE
Statistical Inference for Neuroimaging Genetics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329006,FALSE
Dependence Among Spectral-Based Measures Through Copulas: Theoretical Framework and Research on Change-Points,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329277,FALSE
Matrix Decomposition for Modeling Multiple Sclerosis Lesion Development Processes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329337,FALSE
Signal Detection in Brain fMRI Using Global Bayes Factor for Rotation-Space Random Field,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329579,FALSE
Hierarchical Mixture Modeling for Multiple Testing and Effect Size Estimation in Voxel-Level Inference of Neuroimaging Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329631,FALSE
Intensity Normalization of MRI Images Across Subjects for the Analysis of Large Scale Studies Applicable to Patients with GBM and MS,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330316,FALSE
Deep Feature Selection and Causal Inference for Alzheimer's Disease,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330547,FALSE
"Leveraging Omics Biomarker in Early Clinical Trials - Concept, Utility and Impact on Decision Making",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330150,FALSE
Inference on Treatment Effect Modification by Marker Response in a Baseline Surrogate Measure Three-Phase Sampling Design,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329407,FALSE
Comparison of Methods to Generate Reference Limits,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329309,FALSE
An Analysis of MIMIC Data for Potential Surrogate Markers for Vaccine Development,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329078,FALSE
Whole Slide Image as a Pan-Cancer Predictive Biomarker,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328332,FALSE
Statistics Used in Assay Validation,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327223,FALSE
Longitudinal Models for Kidney Function Decline,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327117,FALSE
A Weighted Dirichlet Process Mixture Modeling for Functional Clustering,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328819,FALSE
Posterior Convergence and Coverage Aspects of Gaussian Process Approximations,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329088,FALSE
Semiparametric Bayes Model for Multidimensional Instrumental Variables,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329611,FALSE
Pseudo-Likelihood Based Consistent Approach for High-Dimensional Bayesian VAR Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330959,FALSE
Bayesian Estimation Under Informative Sampling with Unattenuated Dependence,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328382,FALSE
Bayesian Emulation and Calibration of an Individual-Based Model Simulation of Microbial Communities,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329262,FALSE
The Posterior Service Time in an M/G/1 Queue with a Workload Barrier and Extreme Prior Service Times,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328875,FALSE
Topic Models for Medical Prescription Fraud and Abuse Detection,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329822,FALSE
Detection of Genetic Trends Related to Ecoclines,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330406,FALSE
Dealing with Methodological Issues in the Functional Data Analysis of Actigraphy Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328553,FALSE
On Nonparametric Quantile Regression,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328848,FALSE
Mean-Parametrized Conway-Maxwell-Poisson Regression Models for Dispersed Counts,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330257,FALSE
Multilinear Low-Rank Vector Autoregressive Modeling via Tensor Decomposition,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329655,FALSE
Coordinate-Independent Sparse Estimation in Semiparametric Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329928,FALSE
WPSVM for Spatial Point Processes Directed by Gaussian Random Fields,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330802,FALSE
Capturing Enhanced Information with Higher-Order Tensorian Statistics and Predicting Mortality from Accelerometry-Measured Physical Activity,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328776,FALSE
Semi-Orthogonal Matrix Factorization,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329122,FALSE
Sufficient Dimension Reduction Using Deep Neural Networks,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329146,FALSE
Correlation Tensor Decomposition and Its Application in Spatial Imaging Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329619,FALSE
A Bayesian Approach to Analyzing Differential Gene Expression in Heterogeneous Tissue Samples,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329618,FALSE
Single-Cell RNA Sequencing: Dropout Imputation and Normalization with Spike-In Genes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330427,FALSE
RNDClone: Tumor Subclone Reconstruction Based on Integrating RNA and DNA Sequence Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329220,FALSE
Single-Cell Gene Set Analysis with Applications in Tumor Heterogeneity ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330631,FALSE
Identifying Biomarkers in Heterogeneous Samples Without Known Reference Cell Type Profiles,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330794,FALSE
Fast and Robust Deconvolution of Tumor Infiltrating Lymphocyte from Expression Profiles Using Least Trimmed Squares,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330863,FALSE
Estimating Tumor Fraction in Circulating Cell-Free DNA Using Shallow Whole Genome Sequencing,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330834,FALSE
ESTIMATING TREATMENT IMPORTANCE in MULTIDRUG-RESISTANT TUBERCULOSIS USING TARGETED LEARNING: AN OBSERVATIONAL INDIVIDUAL PATIENT DATA NETWORK META-ANALYSIS,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=326986,FALSE
Design and Analysis Considerations for Studies Involving Pooled Biomarker Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327115,FALSE
Improved Doubly Robust Estimation in Learning Individualized Treatment Rules,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328593,FALSE
Statistical Methods for Pooling Categorical Biomarkers from Multiple Studies,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329559,FALSE
Developing Biomarker Combinations in Multicenter Studies via Direct Maximization and Penalization,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329684,FALSE
Identifying Disease Progression Dynamics Using Electronic Medical Records,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330201,FALSE
"Bessel Functions and the Ordering of Changes in Biomarkers, with Application to the Hypothesized Biomarker Model in Preclinical Alzheimer Disease",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330360,FALSE
Improving Health Outcomes on the Last Mile of a Learning Healthcare System - the Importance of Leading with Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329365,FALSE
"Is Randomization "". a Fetish of a Piece of Nonsense,.."" ? ",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329714,FALSE
Using an Apprenticeship Model to Train Future Teachers of Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330384,FALSE
Statistical Problem-Solving Cycles While Solving Simulation Tasks During Guided Interviews,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327075,FALSE
The Difference Two Data Points Can Make,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327185,FALSE
Engaging Students with Technology,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327287,FALSE
Creating Custom Take Home Exams for Statistics Courses with R Markdown,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328943,FALSE
" Tools, Resources and Skills for Statistics Distance Learning/Blended Learning",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329049,FALSE
"Classroom Demonstration: Deep Learning for Classification and Prediction, Introduction to GPU Computing",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329790,FALSE
Does Sexual Orientation and Gender Identity (SOGI) Question-Wording Influence Responses?: Evidence from an Experimental Test in a Non-Traditional Sample,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330657,FALSE
First Order Asymptotic Variance of a Leader Election Algorithm,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329553,FALSE
Asymptotic Properties of Adaptive Group Lasso in High-Dimensional Generalized Additive Model with a Diverging Number of Parameters and Consistent Tuning Parameter Selection,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329660,FALSE
Honest Confidence Sets for High-Dimensional Linear Regression by Projection and Shrinkage,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329925,FALSE
A Noval Method to Estimate Human Judgment on Words Similarities,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330224,FALSE
A Likelihood Ratio Test for the Lorenz Order,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330262,FALSE
Nonparametric Testing for Multiple Survival Functions with Non-Inferiority Margins,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330295,FALSE
Add a Patient Selected Treatment Arm in a Randomized Trial,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330328,FALSE
A JOINT MODEL of LONGITUDINAL DATA and INFORMATIVE TIME with TIME-DEPENDENT COVARIATE,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328876,FALSE
A-Optimal Subsampling for Big Data Generalized Estimating Equations,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329747,FALSE
Control of Two-Dimensional False Discovery Rate by Combining Two Univariate Multiple Testing Results with Application to Mass Spectral Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327068,FALSE
How to Identify Fake Images?: Multiscale Methods vs. Sherlock Holmes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328685,FALSE
Total Signal Index: Measure of Noise Accumulation in Big Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328701,FALSE
Quantile Periodogram Under Long-Memory Process,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329229,FALSE
Self Consistent Estimator for Interval Valued Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329248,FALSE
Bayesian Temporal Density Estimation with Autoregressive Species Sampling Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329541,FALSE
Estimation of the Joint Multiply Progressive Type II Censored Data for the Exponential Distribution Model,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329640,FALSE
"Random Dual Rotation: Generalized Permutation Test for High Dimension, Low Sample Size Data",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330535,FALSE
Four-Way Interaction Effects on the Major Depressive Disorder Based on Multifactor Dimensionality Reduction Method,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=326963,FALSE
Randomization Tests in Randomized Clinical Trials: Beyond Population,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327270,FALSE
Nonparametric Group Sequential Methods for Recurrent and Terminal Events from Multiple Follow-Up Windows,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329111,FALSE
A Nonparametric Shift-Based Slope Estimator,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329941,FALSE
Joint Model of Longitudinal Ordinal Outcome with Competing Risks Survival Analysis ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330635,FALSE
Simultaneous Confidence Intervals for Scale Using Permutation Tests,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330813,FALSE
Multivariate Change Point Detection,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329000,FALSE
Adaptive Classification on Partial Linear Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328653,FALSE
Management of Oil/Gas Pipelines Using Statistical Process Control,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327078,FALSE
The Panic Contagion Probability During an Evacuation Process,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327147,FALSE
The Panic Contagion Probability During an Evacuation Process,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=327148,FALSE
Reliability Analysis of Lab Instruments Based on Statistical Quality Control Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329075,FALSE
Uncertainty Quantification for Fission Product Yield Curves,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329079,FALSE
Forecasting Artificial Earth Satellite Populations,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329820,FALSE
HMC on Symmetric Spaces,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330210,FALSE
Multi-Scale Uncertainty Quantification in the Physical Sciences and Engineering for Complex Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330247,FALSE
Parametric Likelihood Inference for Interval Censored and Left Truncated Competing Risks Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329332,FALSE
Ethereum: Bitcoin 2.0 - Taking the Road Less Travelled ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329677,FALSE
High Frequency Momentum Trading with Cryptocurrencies,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329813,FALSE
Full-Range Tail Dependence Copulas with Applications in Insurance,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330250,FALSE
Assessing Risk Score Calculation in the Presence of Uncollected Risk Factors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330666,FALSE
Graphing Effect Sizes or Regression Coefficients on a Probability Scale to Enhance Interpretation of Relative Magnitudes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328383,FALSE
A Joint Modeling Approach for Directed Acyclic Network Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330068,FALSE
Visualization on the CNS HIV Anti-Retroviral Therapy Effects Research,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330578,FALSE
Different Methods and Comparisons Dealing with Censored Count Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329799,FALSE
Incorporating Temperature-Based Covariates in Dynamic Linear Models for MODIS-Landsat Fusion,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329865,FALSE
Inferential Techniques for Persistent Homology,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329899,FALSE
Center for Global SoundScapes,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330173,FALSE
Improving Spatial Occupancy Model Parameter Estimation Using Citizen Science Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330181,FALSE
Bayesian Bivariate Extreme Value Analysis with Application in Environmental Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330221,FALSE
Determining Whether Mixtures of Environmental Chemicals Are Sufficiently Similar via Dimension-Reduction and Clustering,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330419,FALSE
Spatiotemporal Data Fusion of Remote Sensing Data Using Space-Time Dynamic Linear Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330848,FALSE
Statistical Methods for Evaluating the Correlation Between Timeline Follow-Back Data and Daily Process Data: Results from a Randomized Controlled Trial,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330059,FALSE
Identification of Contiguous Hours' Climatological Wind Modes Utilizing K-Means Clustering Analysis Combined with the V-Fold Cross-Validation Algorithm ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328722,FALSE
A Note on Managing Uncertainty About Source Release Height After an Accident,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328842,FALSE
Unearthing Correlations Between Crop Yields and Uncontrollable Factors,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=328949,FALSE
Optimal Sampling Regime for Estimating Population Dynamics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329334,FALSE
Risk Analysis of Human Health Among Artisanal Small-Scale Gold Mining Area in Indonesia,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=329607,FALSE
Depth-Based Clustering for Multivariate Time Series with Applications in Wind Energy,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333062,FALSE
Statistics Behind the Skill: Cluster Analysis and Data Visualization on Disc Golf Data,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330064,FALSE
Enhanced Prediction of March Mania Using Conference and Historical Information,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330447,FALSE
Equipment Independent Estimation of Novel Metrics for Ranking Amateur Auto Racing Drivers,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330807,FALSE
Goalkeeping Fatigue in the NHL,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330958,FALSE
Applications of Directional Inference,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=330431,FALSE
Introducing R to Non-STEM Undergraduates in a Second-Semester Statistics Course,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332927,FALSE
"If an Algorithm Is Published in a Journal and No One Understands it, Was it Really Published at All?",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332908,FALSE
The Statistics Workshop: Cultivating Diversity in Statistics,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332932,FALSE
Statistical Programming to Principles of Data Science: Rethinking the Traditional Statistical Programming Curricula,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332940,FALSE
Shiny Dashboards to Help Students Improve Performance,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332657,FALSE
Experiments in Statistics: Do Students Perceive Value?,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332905,FALSE
How Students Make Sense of Data on an E-Learning Platform,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333027,FALSE
Efficacy of 'the Islands'-Based Projects Compared to Student-Collected Data Projects in Introductory Statistics Courses,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332663,FALSE
The Impact of Academically Homogeneous Classrooms in Undergraduate Statistics Education,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332700,FALSE
A Didactic Game to Understand Multicollinearity and Its Consequences in a Linear Regression Model,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332728,FALSE
The Novel Communication Tool: Mathematics Classroom Collaborator (MC2) ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332853,FALSE
Predicting Student Performance in Undergraduate Introductory Statistics Courses ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332857,FALSE
Survey of Prediction Methods to Assess Student Performance,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332893,FALSE
Type S Error Control in Hypothesis Testing,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332579,FALSE
Affordable and Open Educational Resources (OER) in Statistical Education,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333026,FALSE
Introducing Forecast Intervals with a Confidence Game,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333034,FALSE
Teaching Statistical Consulting at Primarily Undergraduate Institutions,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332944,FALSE
Helping All Students Properly Design and Analyze Experiments ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332984,FALSE
Recreational Statistics at the Junior High/High-School Level,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333006,FALSE
Providing Introductory Students a Big Data Experience,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333023,FALSE
DataSifter: Statistical Obfuscation of Electronic Health Record and Other Sensitive Data Sets,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332774,FALSE
Deep Learning on Small Data - Experiences in Transfer Learning for Healthcare,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332773,FALSE
Doing More with Less - Eliminating the Long Survey Forms from the Occupational Employment Statistics Survey,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332833,FALSE
Functional Principal Component Analysis for GFR Curves After Kidney Transplant,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332864,FALSE
Nonparametric Machine Learning with Variable Selection for Synthetic Controls,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332617,FALSE
Statistically Supporting Health Policy Decision-Making,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332749,FALSE
Intravenous Fluid Treatments for Ebola Patients: The Risk and the Reward,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332982,FALSE
Comparison of Methods for Predicting High-Cost Patients Captured Within the Oncology Care Model (OCM): a Simulation Study,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332633,FALSE
Intervening on the Data to Improve the Performance of Health Plan Payment Methods,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332648,FALSE
"Developing and Evaluating Methods for Estimating Race/Ethnicity in an Incomplete Dataset Using Address, Surname and Family Race",http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332673,FALSE
Can Post-Stratification Weights Eliminate the Need for Additional Weighting Adjustments?,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332676,FALSE
Open Data Sharing and Its Statistical Limitations,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332736,FALSE
Predictors of Hospitalization During a Medicare Skilled Nursing Facility Stay,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332573,FALSE
Comparison of Treatment Policies Using Bayesian Nonparametric G-Formula,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332962,FALSE
Optimal Matching Approaches in Health Policy Evaluations Under Rolling Enrollment,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333029,FALSE
Assessing Health Care Interventions via an Interrupted Time Series Model: Study Power and Design Considerations ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332866,FALSE
Absence of Evidence Is Not Evidence of Absence: a Better Parallel Trends Test,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332872,FALSE
New Applications of Machine Learning to Estimating Large Physician Demand Models,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332907,FALSE
On Utilizing Published Prevalence Estimates to Perform Difference-In-Difference Tests: Testing the Impact of Recreational Marijuana Laws ,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=332915,FALSE
Community Detection with Dependent Connectivity,http://ww2.amstat.org/meetings/jsm/2018/onlineprogram/AbstractDetails.cfm?abstractid=333067,FALSE
